"","legper","party_name","originalname","fullname","nickname","surname","shared","lengthofname","match","alternativematch"
"2222",19,"The Labour Party","Mr. Justin Keating","Justin Keating",NA,"Keating",0,2,"Deputy Keating","Deputy Justin Keating"
"2223",19,"The Labour Party","Mr. Seán Treacy","Seán Treacy",NA,"Treacy",0,2,"Deputy Treacy","Deputy Seán Treacy"
"2224",19,"Fianna Fáil","Mr. Paddy Forde","Paddy Forde",NA,"Forde",0,2,"Deputy Forde","Deputy Paddy Forde"
"2225",19,"Fianna Fáil","Mr. Liam Cunningham","Liam Cunningham",NA,"Cunningham",0,2,"Deputy Cunningham","Deputy Liam Cunningham"
"2226",19,"Fianna Fáil","Mr. Frank Carter","Frank Carter",NA,"Carter",0,2,"Deputy Carter","Deputy Frank Carter"
"2227",19,"Fine Gael","Mr. Paddy Harte","Paddy Harte",NA,"Harte",0,2,"Deputy Harte","Deputy Paddy Harte"
"2228",19,"Fine Gael","Mr. Hugh Byrne","Hugh Byrne",NA,"Byrne",0,2,"Deputy Byrne","Deputy Hugh Byrne"
"2229",19,"Fianna Fáil","Mr. Des Foley","Des Foley",NA,"Foley",0,2,"Deputy Foley","Deputy Des Foley"
"2230",19,"Clann na Talmhúain","Mr. Thomas O'Hara","Thomas O'Hara",NA,"O'Hara",0,2,"Deputy O'Hara","Deputy Thomas O'Hara"
"2231",19,"The Labour Party","Mr. Barry Desmond","Barry Desmond",NA,"Desmond",0,2,"Deputy Desmond","Deputy Barry Desmond"
"2232",19,"Fianna Fáil","Mr. Séan Moore","Séan Moore",NA,"Moore",0,2,"Deputy Moore","Deputy Séan Moore"
"2233",19,"Fine Gael","Mr. Fintan (Senior) Coogan","Fintan Coogan",NA,"Coogan",0,2,"Deputy Coogan","Deputy Fintan Coogan"
"2234",19,"Fianna Fáil","Mr. Michael Moran","Michael Moran",NA,"Moran",0,2,"Deputy Moran","Deputy Michael Moran"
"2235",19,"Fianna Fáil","Mr. Michael Hilliard","Michael Hilliard",NA,"Hilliard",0,2,"Deputy Hilliard","Deputy Michael Hilliard"
"2236",19,"Fine Gael","Mr. Michael Begley","Michael Begley",NA,"Begley",0,2,"Deputy Begley","Deputy Michael Begley"
"2237",19,"Fianna Fáil","Mr. George Colley","George Colley",NA,"Colley",0,2,"Deputy Colley","Deputy George Colley"
"2238",19,"Fianna Fáil","Mr. Robert (Bobby) Molloy","Robert Molloy","Bobby","Molloy",0,2,"Deputy Molloy","Deputy Robert Molloy"
"2239",19,"Fianna Fáil","Mr. Padraig Faulkner","Padraig Faulkner",NA,"Faulkner",0,2,"Deputy Faulkner","Deputy Padraig Faulkner"
"2240",19,"Fianna Fáil","Mr. Ben Briscoe","Ben Briscoe",NA,"Briscoe",0,2,"Deputy Briscoe","Deputy Ben Briscoe"
"2241",19,"Fianna Fáil","Mr. Jim Tunney","Jim Tunney",NA,"Tunney",0,2,"Deputy Tunney","Deputy Jim Tunney"
"2242",19,"The Labour Party","Mr. Daniel Spring","Daniel Spring",NA,"Spring",0,2,"Deputy Spring","Deputy Daniel Spring"
"2243",19,"Fine Gael","Mr. John Bruton","John Bruton",NA,"Bruton",0,2,"Deputy Bruton","Deputy John Bruton"
"2244",19,"Fianna Fáil","Mr. Timothy O'Connor","Timothy O'Connor",NA,"O'Connor",0,2,"Deputy O'Connor","Deputy Timothy O'Connor"
"2245",19,"Fine Gael","Mr. Henry Kenny","Henry Kenny",NA,"Kenny",0,2,"Deputy Kenny","Deputy Henry Kenny"
"2246",19,"Fianna Fáil","Mr. Thomas Nolan","Thomas Nolan",NA,"Nolan",0,2,"Deputy Nolan","Deputy Thomas Nolan"
"2247",19,"The Labour Party","Mr. Liam Kavanagh","Liam Kavanagh",NA,"Kavanagh",0,2,"Deputy Kavanagh","Deputy Liam Kavanagh"
"2248",19,"Fianna Fáil","Mr. Michael O'Kennedy","Michael O'Kennedy",NA,"O'Kennedy",0,2,"Deputy O'Kennedy","Deputy Michael O'Kennedy"
"2249",19,"Fine Gael","Mr. Joseph McLoughlin","Joseph McLoughlin",NA,"McLoughlin",0,2,"Deputy McLoughlin","Deputy Joseph McLoughlin"
"2250",19,"Fianna Fáil","Mr. Thomas (Jnr.) McEllistrim","Thomas McEllistrim",NA,"McEllistrim",0,2,"Deputy McEllistrim","Deputy Thomas McEllistrim"
"2251",19,"Fine Gael","Mr. Donal Creed","Donal Creed",NA,"Creed",0,2,"Deputy Creed","Deputy Donal Creed"
"2252",19,"Fine Gael","Mr. Tom.W Enright","Tom.W Enright",NA,"Enright",0,2,"Deputy Enright","Deputy Tom.W Enright"
"2253",19,"Fianna Fáil","Mr. David Andrews","David Andrews",NA,"Andrews",0,2,"Deputy Andrews","Deputy David Andrews"
"2254",19,"Fine Gael","Mrs. Brigid Hogan-O'Higgins","Brigid Hogan-O'Higgins",NA,"Hogan-O'Higgins",0,2,"Deputy Hogan-O'Higgins","Deputy Brigid Hogan-O'Higgins"
"2255",19,"Fianna Fáil","Mr. Sylvester Barrett","Sylvester Barrett",NA,"Barrett",0,2,"Deputy Barrett","Deputy Sylvester Barrett"
"2256",19,"Fianna Fáil","Mr. Eugene Timmons","Eugene Timmons",NA,"Timmons",0,2,"Deputy Timmons","Deputy Eugene Timmons"
"2257",19,"Fianna Fáil","Mr. Joe Dowling","Joe Dowling",NA,"Dowling",0,2,"Deputy Dowling","Deputy Joe Dowling"
"2258",19,"Fine Gael","Mr. Philip Burton","Philip Burton",NA,"Burton",0,2,"Deputy Burton","Deputy Philip Burton"
"2259",19,"Fine Gael","Mr. Patrick (Tipperary South) Hogan","Patrick Hogan",NA,"Hogan",0,2,"Deputy Hogan","Deputy Patrick Hogan"
"2260",19,"Fianna Fáil","Mr. William Loughnane","William Loughnane",NA,"Loughnane",0,2,"Deputy Loughnane","Deputy William Loughnane"
"2261",19,"Fianna Fáil","Mr. John (Jackie) Fahey","John Fahey","Jackie","Fahey",0,2,"Deputy Fahey","Deputy John Fahey"
"2262",19,"Fine Gael","Mr. Martin Finn","Martin Finn",NA,"Finn",0,2,"Deputy Finn","Deputy Martin Finn"
"2263",19,"Fine Gael","Mr. Gerald L'Estrange","Gerald L'Estrange",NA,"L'Estrange",0,2,"Deputy L'Estrange","Deputy Gerald L'Estrange"
"2264",19,"Fianna Fáil","Mr. Richard Gogan","Richard Gogan",NA,"Gogan",0,2,"Deputy Gogan","Deputy Richard Gogan"
"2265",19,"Fine Gael","Mr. Frank Taylor","Frank Taylor",NA,"Taylor",0,2,"Deputy Taylor","Deputy Frank Taylor"
"2266",19,"Fianna Fáil","Mr. Thomas Meaney","Thomas Meaney",NA,"Meaney",0,2,"Deputy Meaney","Deputy Thomas Meaney"
"2267",19,"Fine Gael","Mr. Billy Fox","Billy Fox",NA,"Fox",0,2,"Deputy Fox","Deputy Billy Fox"
"2268",19,"Fine Gael","Mr. Godfrey Timmins","Godfrey Timmins",NA,"Timmins",0,2,"Deputy Timmins","Deputy Godfrey Timmins"
"2269",19,"Fianna Fáil","Mr. Ray MacSharry","Ray MacSharry",NA,"MacSharry",0,2,"Deputy MacSharry","Deputy Ray MacSharry"
"2270",19,"Fianna Fáil","Mr. Michael Herbert","Michael Herbert",NA,"Herbert",0,2,"Deputy Herbert","Deputy Michael Herbert"
"2271",19,"Fine Gael","Mr. Kieran Crotty","Kieran Crotty",NA,"Crotty",0,2,"Deputy Crotty","Deputy Kieran Crotty"
"2272",19,"Fianna Fáil","Mr. William Kenneally","William Kenneally",NA,"Kenneally",0,2,"Deputy Kenneally","Deputy William Kenneally"
"2273",19,"Fianna Fáil","Mr. Noel Davern","Noel Davern",NA,"Davern",0,2,"Deputy Davern","Deputy Noel Davern"
"2274",19,"Fine Gael","Mr. Gerard Cott","Gerard Cott",NA,"Cott",0,2,"Deputy Cott","Deputy Gerard Cott"
"2275",19,"The Labour Party","Mr. Séamus Pattison","Séamus Pattison",NA,"Pattison",0,2,"Deputy Pattison","Deputy Séamus Pattison"
"2276",19,"Fianna Fáil","Mr. Thomas Hussey","Thomas Hussey",NA,"Hussey",0,2,"Deputy Hussey","Deputy Thomas Hussey"
"2277",19,"Fine Gael","Mr. Desmond Governey","Desmond Governey",NA,"Governey",0,2,"Deputy Governey","Deputy Desmond Governey"
"2278",19,"Fianna Fáil","Mr. Michael Carty","Michael Carty",NA,"Carty",0,2,"Deputy Carty","Deputy Michael Carty"
"2279",19,"Fianna Fáil","Mr. Jeremiah Cronin","Jeremiah Cronin",NA,"Cronin",0,2,"Deputy Cronin","Deputy Jeremiah Cronin"
"2280",19,"Fianna Fáil","Mr. Patrick Power","Patrick Power",NA,"Power",0,2,"Deputy Power","Deputy Patrick Power"
"2281",19,"Fianna Fáil","Mr. Pearse Wyse","Pearse Wyse",NA,"Wyse",0,2,"Deputy Wyse","Deputy Pearse Wyse"
"2282",19,"Fianna Fáil","Mr. Terence Boylan","Terence Boylan",NA,"Boylan",0,2,"Deputy Boylan","Deputy Terence Boylan"
"2283",19,"Farmers Party","Mr. Patrick (Virginia) O'Reilly","Patrick O'Reilly","Virginia","O'Reilly",0,2,"Deputy O'Reilly","Deputy Patrick O'Reilly"
"2284",19,"Fianna Fáil","Mr. Seán Sherwin","Seán Sherwin",NA,"Sherwin",0,2,"Deputy Sherwin","Deputy Seán Sherwin"
"2285",19,"Fine Gael","Mr. Patrick Malone","Patrick Malone",NA,"Malone",0,2,"Deputy Malone","Deputy Patrick Malone"
"2286",19,"Fianna Fáil","Mr. James Gallagher","James Gallagher",NA,"Gallagher",0,2,"Deputy Gallagher","Deputy James Gallagher"
"2287",19,"Fianna Fáil","Mr. Sean Brosnan","Sean Brosnan",NA,"Brosnan",0,2,"Deputy Brosnan","Deputy Sean Brosnan"
"2288",19,"Independent","Mr. Joseph Sheridan","Joseph Sheridan",NA,"Sheridan",0,2,"Deputy Sheridan","Deputy Joseph Sheridan"
"2289",19,"Fine Gael","Mr. Thomas Dunne","Thomas Dunne",NA,"Dunne",0,2,"Deputy Dunne","Deputy Thomas Dunne"
"2290",19,"Fine Gael","Mr. Lawrence (Larry) McMahon","Lawrence McMahon","Larry","McMahon",0,2,"Deputy McMahon","Deputy Lawrence McMahon"
"2291",19,"Fianna Fáil","Mr. Patrick Delap","Patrick Delap",NA,"Delap",0,2,"Deputy Delap","Deputy Patrick Delap"
"2292",19,"Fianna Fáil","Mr. Sean (Cork City) French","Sean French",NA,"French",0,2,"Deputy French","Deputy Sean French"
"2293",20,"Fine Gael","Mr. Liam Cosgrave","Liam Cosgrave",NA,"Cosgrave",0,2,"Deputy Cosgrave","Deputy Liam Cosgrave"
"2294",20,"The Labour Party","Mr. Brendan Corish","Brendan Corish",NA,"Corish",0,2,"Deputy Corish","Deputy Brendan Corish"
"2295",20,"The Labour Party","Mr. Seán Treacy","Seán Treacy",NA,"Treacy",0,2,"Deputy Treacy","Deputy Seán Treacy"
"2296",20,"Fianna Fáil","Mr. Joseph Brennan","Joseph Brennan",NA,"Brennan",0,2,"Deputy Brennan","Deputy Joseph Brennan"
"2297",20,"Fianna Fáil","Mr. Ben Briscoe","Ben Briscoe",NA,"Briscoe",0,2,"Deputy Briscoe","Deputy Ben Briscoe"
"2298",20,"Fianna Fáil","Mr. Séan Moore","Séan Moore",NA,"Moore",0,2,"Deputy Moore","Deputy Séan Moore"
"2299",20,"Fianna Fáil","Mr. John Geoghegan","John Geoghegan",NA,"Geoghegan",0,2,"Deputy Geoghegan","Deputy John Geoghegan"
"2300",20,"Fine Gael","Mr. Fintan (Senior) Coogan","Fintan Coogan",NA,"Coogan",0,2,"Deputy Coogan","Deputy Fintan Coogan"
"2301",20,"Fine Gael","Mr. Tom.W Enright","Tom.W Enright",NA,"Enright",0,2,"Deputy Enright","Deputy Tom.W Enright"
"2302",20,"Fianna Fáil","Mr. Séan Browne","Séan Browne",NA,"Browne",0,2,"Deputy Browne","Deputy Séan Browne"
"2303",20,"Fianna Fáil","Mr. Thomas Meaney","Thomas Meaney",NA,"Meaney",0,2,"Deputy Meaney","Deputy Thomas Meaney"
"2304",20,"Fianna Fáil","Mr. Michael O'Kennedy","Michael O'Kennedy",NA,"O'Kennedy",0,2,"Deputy O'Kennedy","Deputy Michael O'Kennedy"
"2305",20,"Fianna Fáil","Mr. Thomas Nolan","Thomas Nolan",NA,"Nolan",0,2,"Deputy Nolan","Deputy Thomas Nolan"
"2306",20,"Fianna Fáil","Mr. David Andrews","David Andrews",NA,"Andrews",0,2,"Deputy Andrews","Deputy David Andrews"
"2307",20,"Fianna Fáil","Mr. Timothy O'Connor","Timothy O'Connor",NA,"O'Connor",0,2,"Deputy O'Connor","Deputy Timothy O'Connor"
"2308",20,"The Labour Party","Mr. Frank Cluskey","Frank Cluskey",NA,"Cluskey",0,2,"Deputy Cluskey","Deputy Frank Cluskey"
"2309",20,"Fianna Fáil","Mr. Noel Davern","Noel Davern",NA,"Davern",0,2,"Deputy Davern","Deputy Noel Davern"
"2310",20,"The Labour Party","Mr. Stephen Coughlan","Stephen Coughlan",NA,"Coughlan",0,2,"Deputy Coughlan","Deputy Stephen Coughlan"
"2311",20,"Fianna Fáil","Mr. George Colley","George Colley",NA,"Colley",0,2,"Deputy Colley","Deputy George Colley"
"2312",20,"The Labour Party","Mr. James Tully","James Tully",NA,"Tully",0,2,"Deputy Tully","Deputy James Tully"
"2313",20,"Fine Gael","Mr. Paddy Harte","Paddy Harte",NA,"Harte",0,2,"Deputy Harte","Deputy Paddy Harte"
"2314",20,"Fianna Fáil","Mr. Patrick Power","Patrick Power",NA,"Power",0,2,"Deputy Power","Deputy Patrick Power"
"2315",20,"Fianna Fáil","Mr. Robert (Bobby) Molloy","Robert Molloy","Bobby","Molloy",0,2,"Deputy Molloy","Deputy Robert Molloy"
"2316",20,"Fianna Fáil","Mr. Liam Cunningham","Liam Cunningham",NA,"Cunningham",0,2,"Deputy Cunningham","Deputy Liam Cunningham"
"2317",20,"Fine Gael","Mr. Garret FitzGerald","Garret FitzGerald",NA,"FitzGerald",0,2,"Deputy FitzGerald","Deputy Garret FitzGerald"
"2318",20,"Fianna Fáil","Mr. Michael Herbert","Michael Herbert",NA,"Herbert",0,2,"Deputy Herbert","Deputy Michael Herbert"
"2319",20,"The Labour Party","Mr. Liam Kavanagh","Liam Kavanagh",NA,"Kavanagh",0,2,"Deputy Kavanagh","Deputy Liam Kavanagh"
"2320",20,"Fianna Fáil","Mr. Padraig Faulkner","Padraig Faulkner",NA,"Faulkner",0,2,"Deputy Faulkner","Deputy Padraig Faulkner"
"2321",20,"The Labour Party","Mr. Joseph Bermingham","Joseph Bermingham",NA,"Bermingham",0,2,"Deputy Bermingham","Deputy Joseph Bermingham"
"2322",20,"Fianna Fáil","Mr. Thomas (Jnr.) McEllistrim","Thomas McEllistrim",NA,"McEllistrim",0,2,"Deputy McEllistrim","Deputy Thomas McEllistrim"
"2323",20,"Fianna Fáil","Mr. William Loughnane","William Loughnane",NA,"Loughnane",0,2,"Deputy Loughnane","Deputy William Loughnane"
"2324",20,"Fianna Fáil","Mr. John Callanan","John Callanan",NA,"Callanan",0,2,"Deputy Callanan","Deputy John Callanan"
"2325",20,"Fianna Fáil","Mr. Eugene Timmons","Eugene Timmons",NA,"Timmons",0,2,"Deputy Timmons","Deputy Eugene Timmons"
"2326",20,"Fianna Fáil","Mr. Jim Tunney","Jim Tunney",NA,"Tunney",0,2,"Deputy Tunney","Deputy Jim Tunney"
"2327",20,"Fine Gael","Mr. Eugene Gilhawley","Eugene Gilhawley",NA,"Gilhawley",0,2,"Deputy Gilhawley","Deputy Eugene Gilhawley"
"2328",20,"Fianna Fáil","Mr. Ruairí Brugha","Ruairí Brugha",NA,"Brugha",0,2,"Deputy Brugha","Deputy Ruairí Brugha"
"2329",20,"Fianna Fáil","Mr. Jeremiah Cronin","Jeremiah Cronin",NA,"Cronin",0,2,"Deputy Cronin","Deputy Jeremiah Cronin"
"2330",20,"Fianna Fáil","Mr. Joe Dowling","Joe Dowling",NA,"Dowling",0,2,"Deputy Dowling","Deputy Joe Dowling"
"2331",20,"Fine Gael","Mr. Joseph McLoughlin","Joseph McLoughlin",NA,"McLoughlin",0,2,"Deputy McLoughlin","Deputy Joseph McLoughlin"
"2332",20,"Fine Gael","Mr. Hugh Byrne","Hugh Byrne",NA,"Byrne",0,2,"Deputy Byrne","Deputy Hugh Byrne"
"2333",20,"Fine Gael","Mr. Frank Taylor","Frank Taylor",NA,"Taylor",0,2,"Deputy Taylor","Deputy Frank Taylor"
"2334",20,"Fine Gael","Mr. Patrick Hegarty","Patrick Hegarty",NA,"Hegarty",0,2,"Deputy Hegarty","Deputy Patrick Hegarty"
"2335",20,"Fine Gael","Mr. Donal Creed","Donal Creed",NA,"Creed",0,2,"Deputy Creed","Deputy Donal Creed"
"2336",20,"Fianna Fáil","Flor Crowley","Flor Crowley",NA,"Crowley",0,2,"Deputy Crowley","Deputy Flor Crowley"
"2337",20,"Fianna Fáil","Mr. Brendan Crinion","Brendan Crinion",NA,"Crinion",0,2,"Deputy Crinion","Deputy Brendan Crinion"
"2338",20,"The Labour Party","Mr. Justin Keating","Justin Keating",NA,"Keating",0,2,"Deputy Keating","Deputy Justin Keating"
"2339",20,"Fianna Fáil","Mr. John (Jackie) Fahey","John Fahey","Jackie","Fahey",0,2,"Deputy Fahey","Deputy John Fahey"
"2340",20,"Fine Gael","Mr. Gerald L'Estrange","Gerald L'Estrange",NA,"L'Estrange",0,2,"Deputy L'Estrange","Deputy Gerald L'Estrange"
"2341",20,"Fianna Fáil","Mr. Thomas Hussey","Thomas Hussey",NA,"Hussey",0,2,"Deputy Hussey","Deputy Thomas Hussey"
"2342",20,"Fine Gael","Mr. Myles Staunton","Myles Staunton",NA,"Staunton",0,2,"Deputy Staunton","Deputy Myles Staunton"
"2343",20,"Fianna Fáil","Mr. Richard Gogan","Richard Gogan",NA,"Gogan",0,2,"Deputy Gogan","Deputy Richard Gogan"
"2344",20,"Fine Gael","Mr. Henry Kenny","Henry Kenny",NA,"Kenny",0,2,"Deputy Kenny","Deputy Henry Kenny"
"2345",20,"Fianna Fáil","Mr. Sean Calleary","Sean Calleary",NA,"Calleary",0,2,"Deputy Calleary","Deputy Sean Calleary"
"2346",20,"Fine Gael","Mr. Michael Begley","Michael Begley",NA,"Begley",0,2,"Deputy Begley","Deputy Michael Begley"
"2347",20,"Fine Gael","Mr. James White","James White",NA,"White",0,2,"Deputy White","Deputy James White"
"2348",20,"Fine Gael","Mr. John Bruton","John Bruton",NA,"Bruton",0,2,"Deputy Bruton","Deputy John Bruton"
"2349",20,"Fianna Fáil","Mr. Denis Gallagher","Denis Gallagher",NA,"Gallagher",0,2,"Deputy Gallagher","Deputy Denis Gallagher"
"2350",20,"Fianna Fáil","Mr. Liam (William) Ahern","Liam Ahern","William","Ahern",0,2,"Deputy Ahern","Deputy Liam Ahern"
"2351",20,"Fine Gael","Mr. Lawrence (Larry) McMahon","Lawrence McMahon","Larry","McMahon",0,2,"Deputy McMahon","Deputy Lawrence McMahon"
"2352",20,"Fine Gael","Mr. Martin Finn","Martin Finn",NA,"Finn",0,2,"Deputy Finn","Deputy Martin Finn"
"2353",20,"Fianna Fáil","Mr. Brendan Daly","Brendan Daly",NA,"Daly",0,2,"Deputy Daly","Deputy Brendan Daly"
"2354",20,"Fianna Fáil","Mr. Seán Walsh","Seán Walsh",NA,"Walsh",0,2,"Deputy Walsh","Deputy Seán Walsh"
"2355",20,"Fianna Fáil","Mr. Sylvester Barrett","Sylvester Barrett",NA,"Barrett",0,2,"Deputy Barrett","Deputy Sylvester Barrett"
"2356",20,"Fianna Fáil","Mr. Ray MacSharry","Ray MacSharry",NA,"MacSharry",0,2,"Deputy MacSharry","Deputy Ray MacSharry"
"2357",20,"Fianna Fáil","Mr. Lorcan Allen","Lorcan Allen",NA,"Allen",0,2,"Deputy Allen","Deputy Lorcan Allen"
"2358",20,"Fine Gael","Mr. Godfrey Timmins","Godfrey Timmins",NA,"Timmins",0,2,"Deputy Timmins","Deputy Godfrey Timmins"
"2359",20,"Fianna Fáil","Mr. Pearse Wyse","Pearse Wyse",NA,"Wyse",0,2,"Deputy Wyse","Deputy Pearse Wyse"
"2360",20,"Fianna Fáil","Mr. William Kenneally","William Kenneally",NA,"Kenneally",0,2,"Deputy Kenneally","Deputy William Kenneally"
"2361",20,"Fine Gael","Mr. Brendan Griffin","Brendan Griffin",NA,"Griffin",0,2,"Deputy Griffin","Deputy Brendan Griffin"
"2362",20,"Fine Gael","Mr. Thomas Dunne","Thomas Dunne",NA,"Dunne",0,2,"Deputy Dunne","Deputy Thomas Dunne"
"2363",20,"Fine Gael","Mr. Desmond Governey","Desmond Governey",NA,"Governey",0,2,"Deputy Governey","Deputy Desmond Governey"
"2364",20,"The Labour Party","Mr. Daniel Spring","Daniel Spring",NA,"Spring",0,2,"Deputy Spring","Deputy Daniel Spring"
"2365",20,"Fine Gael","Mrs. Brigid Hogan-O'Higgins","Brigid Hogan-O'Higgins",NA,"Hogan-O'Higgins",0,2,"Deputy Hogan-O'Higgins","Deputy Brigid Hogan-O'Higgins"
"2366",20,"The Labour Party","Mr. Séamus Pattison","Séamus Pattison",NA,"Pattison",0,2,"Deputy Pattison","Deputy Séamus Pattison"
"2367",20,"Fine Gael","Mr. Patrick Malone","Patrick Malone",NA,"Malone",0,2,"Deputy Malone","Deputy Patrick Malone"
"2368",20,"Fianna Fáil","Mr. Patrick Smith","Patrick Smith",NA,"Smith",0,2,"Deputy Smith","Deputy Patrick Smith"
"2369",20,"Fine Gael","Mr. Charles McDonald","Charles McDonald",NA,"McDonald",0,2,"Deputy McDonald","Deputy Charles McDonald"
"2370",20,"Fianna Fáil","Mr. Frank Carter","Frank Carter",NA,"Carter",0,2,"Deputy Carter","Deputy Frank Carter"
"2371",20,"Fianna Fáil","Mr. Cormac Breslin","Cormac Breslin",NA,"Breslin",0,2,"Deputy Breslin","Deputy Cormac Breslin"
"2372",20,"Independent","Mr. Joseph Sheridan","Joseph Sheridan",NA,"Sheridan",0,2,"Deputy Sheridan","Deputy Joseph Sheridan"
"2373",20,"Fianna Fáil","Mr. Joseph Farrell","Joseph Farrell",NA,"Farrell",0,2,"Deputy Farrell","Deputy Joseph Farrell"
"2374",20,"Fine Gael","Mr. Declan Costello","Declan Costello",NA,"Costello",0,2,"Deputy Costello","Deputy Declan Costello"
"2375",20,"Fine Gael","Mr. Kieran Crotty","Kieran Crotty",NA,"Crotty",0,2,"Deputy Crotty","Deputy Kieran Crotty"
"2376",20,"Fianna Fáil","Mr. Sean (Cork City) French","Sean French",NA,"French",0,2,"Deputy French","Deputy Sean French"
"2377",20,"Fine Gael","Mr. Brendan Toal","Brendan Toal",NA,"Toal",0,2,"Deputy Toal","Deputy Brendan Toal"
"2378",20,"Fianna Fáil","Mr. Sean Brosnan","Sean Brosnan",NA,"Brosnan",0,2,"Deputy Brosnan","Deputy Sean Brosnan"
"2379",20,"Fianna Fáil","Mrs. Máire Geoghegan-Quinn","Máire Geoghegan-Quinn",NA,"Geoghegan-Quinn",0,2,"Deputy Geoghegan-Quinn","Deputy Máire Geoghegan-Quinn"
"2380",20,"The Labour Party","Mr. Brendan Halligan","Brendan Halligan",NA,"Halligan",0,2,"Deputy Halligan","Deputy Brendan Halligan"
"2381",20,"Independent Fianna Fáil","Mr. Paddy Keaveney","Paddy Keaveney",NA,"Keaveney",0,2,"Deputy Keaveney","Deputy Paddy Keaveney"
"2382",21,"Fianna Fáil","Mr. Jack Lynch","Jack Lynch",NA,"Lynch",0,2,"Deputy Lynch","Deputy Jack Lynch"
"2383",21,"Fianna Fáil","Mr. George Colley","George Colley",NA,"Colley",0,2,"Deputy Colley","Deputy George Colley"
"2384",21,"Fine Gael","Mr. Garret FitzGerald","Garret FitzGerald",NA,"FitzGerald",0,2,"Deputy FitzGerald","Deputy Garret FitzGerald"
"2385",21,"The Labour Party","Mr. Joseph Bermingham","Joseph Bermingham",NA,"Bermingham",0,2,"Deputy Bermingham","Deputy Joseph Bermingham"
"2386",21,"Fianna Fáil","Mr. Joseph Brennan","Joseph Brennan",NA,"Brennan",0,2,"Deputy Brennan","Deputy Joseph Brennan"
"2387",21,"Fine Gael","Mr. Paddy Harte","Paddy Harte",NA,"Harte",0,2,"Deputy Harte","Deputy Paddy Harte"
"2388",21,"The Labour Party","Mr. Frank Cluskey","Frank Cluskey",NA,"Cluskey",0,2,"Deputy Cluskey","Deputy Frank Cluskey"
"2389",21,"Fianna Fáil","Mr. Sylvester Barrett","Sylvester Barrett",NA,"Barrett",0,2,"Deputy Barrett","Deputy Sylvester Barrett"
"2390",21,"Fine Gael","Mr. Michael Keating","Michael Keating",NA,"Keating",0,2,"Deputy Keating","Deputy Michael Keating"
"2391",21,"Fianna Fáil","Mr. Eugene (Gene) Fitzgerald","Eugene Fitzgerald","Gene","Fitzgerald",0,2,"Deputy Fitzgerald","Deputy Eugene Fitzgerald"
"2392",21,"Fine Gael","Mr. Michael Begley","Michael Begley",NA,"Begley",0,2,"Deputy Begley","Deputy Michael Begley"
"2393",21,"The Labour Party","Mr. Ruairí Quinn","Ruairí Quinn",NA,"Quinn",0,2,"Deputy Quinn","Deputy Ruairí Quinn"
"2394",21,"Fianna Fáil","Mr. Michael O'Kennedy","Michael O'Kennedy",NA,"O'Kennedy",0,2,"Deputy O'Kennedy","Deputy Michael O'Kennedy"
"2395",21,"Fine Gael","Mr. Jim O'Keeffe","Jim O'Keeffe",NA,"O'Keeffe",0,2,"Deputy O'Keeffe","Deputy Jim O'Keeffe"
"2396",21,"Fine Gael","Mr. Tom.W Enright","Tom.W Enright",NA,"Enright",0,2,"Deputy Enright","Deputy Tom.W Enright"
"2397",21,"Fine Gael","Mr. Kieran Crotty","Kieran Crotty",NA,"Crotty",0,2,"Deputy Crotty","Deputy Kieran Crotty"
"2398",21,"Fianna Fáil","Mr. Séan Moore","Séan Moore",NA,"Moore",0,2,"Deputy Moore","Deputy Séan Moore"
"2399",21,"Fine Gael","Mr. Luke Belton","Luke Belton",NA,"Belton",0,2,"Deputy Belton","Deputy Luke Belton"
"2400",21,"Fine Gael","Mr. John Boland","John Boland",NA,"Boland",0,2,"Deputy Boland","Deputy John Boland"
"2401",21,"Fine Gael","Mr. Jim Mitchell","Jim Mitchell",NA,"Mitchell",0,2,"Deputy Mitchell","Deputy Jim Mitchell"
"2402",21,"Fianna Fáil","Mr. Pearse Wyse","Pearse Wyse",NA,"Wyse",0,2,"Deputy Wyse","Deputy Pearse Wyse"
"2403",21,"Fianna Fáil","Mr. James Gibbons","James Gibbons",NA,"Gibbons",0,2,"Deputy Gibbons","Deputy James Gibbons"
"2404",21,"Fianna Fáil","Mr. Padraig Faulkner","Padraig Faulkner",NA,"Faulkner",0,2,"Deputy Faulkner","Deputy Padraig Faulkner"
"2405",21,"Fine Gael","Mr. Michael D'Arcy","Michael D'Arcy",NA,"D'Arcy",0,2,"Deputy D'Arcy","Deputy Michael D'Arcy"
